participant_code,city,weekend_number_global,property_slug,clutter_treatment,clutter_high,cue_recognition,nasa_tlx_mental,nasa_tlx_physical,nasa_tlx_temporal,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,visual_complexity,whole_experiment_time_seconds,choice_task_time_seconds,gender,age,student_status,household_structure,paris_resident,booking_familiarity,belief_thumb_quality,noticed_decoy_checkmark,noticed_decoy_badge,accommodation_preference_open,choice_process_open,belief_thumb_meaning_open,thumb_use_open,feedback_open,failed_comprehension_prize,failed_comprehension_choice_city_weekend,failed_comprehension_no_cancellation,preference_consistency,cued_choice_preference_consistency,n_hotels_in_choice_set,property_page_visits_number,decision_time_seconds,decision_time_imputed,loading_time_seconds,cued_weekend,listing_chosen,listing_clicked,listing_n_clicks,time_on_listing_page_seconds,cluster,cued_listing,checkin,choice_set,would_be_cued,is_substitute_listing,replaced_property_slug
synth0001,arcachon,1,c6x3ovh9dvr1ed78xwzffbcubje69i2lt,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,NA,NA,9,9,321.23101392760873,FALSE,147.58107461361215,TRUE,FALSE,FALSE,0,NA,2,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,arcachon,4,m-eh137n1ynfb9,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,2,170.67874399549328,FALSE,85.61559928371571,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-06,choice_set_4,FALSE,FALSE,NA
synth0003,arcachon,4,43i8wr2cab2aqwx0k4uzh4n,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,2,170.67874399549328,FALSE,85.61559928371571,FALSE,FALSE,TRUE,11,38.71423486969434,3,FALSE,2026-11-06,choice_set_4,FALSE,FALSE,NA
synth0003,arcachon,4,biv2equa61iedz8atqwbt6eddd812bmir6gytrn6khjuazgxlf,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,2,170.67874399549328,FALSE,85.61559928371571,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-06,choice_set_4,FALSE,TRUE,4t7hhob9df630jo1662m
synth0003,arcachon,4,bntds6bn3310i6fnxr8aw9la,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,2,170.67874399549328,FALSE,85.61559928371571,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-06,choice_set_4,TRUE,FALSE,NA
synth0003,sete,5,5qftzegq0jr6y1m4zsymu5pumibiwb82kce7e3m3173a5nazp61et0sayv,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,TRUE,14,49.65231476351619,1,FALSE,2026-10-02,choice_set_1,TRUE,FALSE,NA
synth0003,sete,5,fwy0vdmjqmnem8gvilbss-rjjjf3x4ro,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,TRUE,TRUE,2,89.05443182797171,2,FALSE,2026-10-02,choice_set_1,TRUE,FALSE,NA
synth0003,sete,5,q6cj87u,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,TRUE,4,NA,2,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,5,hrs3hmi,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,TRUE,5,NA,2,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,5,va5hbwevps50d83m5aj6i3quitujz09z7wet8pz6d,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,5,-g2ek118ply479d6-n8jjcwzrr-gjaslztzb9o0t,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,5,eox7k8ubm-c9w369op9qj9h1g2pzis8eocownyuiys4l65zj96,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,5,wuw6batz39l0qxfvttuix703fmueom4ojhb956cb7j-xlnf8zog90a,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_1,TRUE,FALSE,NA
synth0003,sete,5,m89ppa9kuqwf,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,5,59.4595938147977,FALSE,12.58104293118231,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0003,sete,6,jumyjmf8min7dozqlibktsg6vikun7sw8sy-5jaxz1n,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-02,choice_set_2,FALSE,TRUE,4f21-7m-t28ckunvlxgh76bfe6xm38gtj5fb
synth0003,sete,6,m3uyd1964yg199npmz8-22hwq19pltftkq0iuw,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_2,FALSE,FALSE,NA
synth0003,sete,6,1uz0vbo02lm8dyzamrm1ysxab73uituo-pl8ovrr5hg6pfsn6fcmu10-j,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_2,FALSE,FALSE,NA
synth0003,sete,6,75kvijkm3e,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-02,choice_set_2,TRUE,TRUE,3eh5-s2msqjta7rc-ws55ho4xwx
synth0003,sete,6,smjfwxa0qqgqodq,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-10-02,choice_set_2,TRUE,FALSE,NA
synth0003,sete,6,swr4md,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,TRUE,4,69.86273718997836,1,FALSE,2026-10-02,choice_set_2,FALSE,FALSE,NA
synth0003,sete,6,setk4qpg1kitxlnphko421xp6ctqxkjijzbyo5rtuxni,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,TRUE,TRUE,10,179.35214263037778,2,FALSE,2026-10-02,choice_set_2,FALSE,FALSE,NA
synth0003,sete,6,qil98gre0fyhakgcxdd5hz84w64rgulmjmhpx52-oh3m-ukzf-a1h,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-10-02,choice_set_2,FALSE,FALSE,NA
synth0003,sete,6,ua8uyqkwe5phrgromcv41odwna1ef2ukmf24rs00qd,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,3,331.5974791930057,FALSE,170.53091551410034,FALSE,FALSE,TRUE,6,NA,1,FALSE,2026-10-02,choice_set_2,TRUE,FALSE,NA
synth0003,sete,7,0nnr8wwjbpce9ho4dbje2r3jv19ffhz3mxmqca,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,7,vijo-ofm0qdxipajzcgbk8dytg7no9e7t8iayj80286dq24w,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,7,1ukiv4w9s5hep40faxivw7d4ou30hv53,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,7,pirb3d78rhs1r3jc2b03azznndo0bvt7exxktzcnmim3645wlpwe-80k5c3l,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-11-13,choice_set_3,TRUE,FALSE,NA
synth0003,sete,7,uli-origbzuokutfj0j98wdavw,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,TRUE,8,NA,2,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,7,f0vi8zhwtxfw2,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,7,hxqdgz2izh4gt6d-3o6,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-13,choice_set_3,TRUE,FALSE,NA
synth0003,sete,7,ntq9vd3f8i-zaxf27-hilacivugox3asx,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,TRUE,TRUE,3,57.16825190465897,3,FALSE,2026-11-13,choice_set_3,TRUE,FALSE,NA
synth0003,sete,7,7er8iw-8eg5il1zo9o47f1f9-vsyrt1-vkb5a6b28xf,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,9,36.63783500529826,FALSE,35.33560422388837,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0003,sete,8,fu9qi97,O,FALSE,1,80,10,36,58,0,0,4,4244,3960.9189999103546,Homme,54,Non étudiant,J'habite en couple,0,3,2,1,0,"la localisation de l'hotel est l'un des éléments les plus importants pour moi lors de la réservation d'un hotel. Sont également importants la propreté de l'établissement, la possibilité d'avoir un petit déjeuner complet inclus dans le prix de la réservation; le libre accès à l'hôtel à tout horaire de la journée ainsi que le standing de l'hôtel (convivial, service premium, options spa)",Pour 2 personnes un endroit non loin de la mer et cosy,logement recommandé,je n'ai pas fait attention,"RAS tout était parfait, bravo pour le travail !",1,1,1,FALSE,NA,9,4,309.1286457295064,FALSE,95.05236942740157,TRUE,FALSE,FALSE,0,NA,2,TRUE,2026-10-30,choice_set_4,FALSE,FALSE,NA
